Time,X-Axis Acceleration,Y-Axis Acceleration,Z-Axis Acceleration,Force,,
23.96,-0.27,0.53,0.57,-0.005,,
23.97,-0.49,1.66,-0.56,0.005,,
23.98,1.35,0.15,1.55,-0.005,,
23.99,-1.38,0.3,0.87,0.011,,
24,-1.3,0.53,1.02,0.011,,
24.01,0.83,-0.91,-0.33,0.005,,
24.02,-0.2,-0.38,2.45,0.011,,
24.03,-0.71,2.72,-1.16,0.005,,
24.04,-0.79,-1.29,1.78,-0.011,,
24.05,1.28,1.21,0.72,0,,
24.06,-0.2,0.22,-1.09,0.005,,
24.07,-1.97,2.34,-0.94,0.011,,
24.08,-0.2,-0.53,2.83,0.005,,
24.09,0.1,-0.31,1.93,-0.005,,
24.1,1.5,0.37,-4.78,-0.011,,
24.11,-1.53,-1.22,2.61,0.016,,
24.12,1.2,0.98,-2.22,-0.011,,
24.13,0.1,-0.53,-2.22,0.011,,
24.14,-2.71,-0.99,2.61,0.011,,
24.15,1.06,-1.14,0.27,-0.011,,
24.16,0.39,1.13,0.8,0.005,,
24.17,0.39,1.59,-3.43,0.005,,
24.18,-1.82,-1.59,1.32,0.011,,
24.19,1.94,0.45,-0.94,-0.022,,
24.2,1.79,0.3,-1.09,-0.011,,
24.21,-0.42,-1.44,1.02,-0.005,,
24.22,-1.08,-2.12,-0.86,0.011,,
24.23,-0.71,2.04,-1.69,0,,
24.24,0.61,-1.06,0.72,0,,
24.25,0.32,0.6,3.13,-0.005,,
24.26,-0.2,-1.14,0.87,0.005,,
24.27,-0.05,0,-3.12,0,,
24.28,-0.64,-1.75,0.65,0.005,,
24.29,0.17,-0.91,1.25,0.011,,
24.3,0.69,1.06,-1.16,0.005,,
24.31,-0.27,-1.67,1.1,0,,
24.32,0.02,0.53,0.34,0.005,,
24.33,0.24,1.13,-1.09,0.005,,
24.34,1.57,-0.46,0.72,0.011,,
24.35,-0.86,2.19,-0.49,0.016,,
24.36,-0.94,-0.53,0.72,0.011,,
24.37,1.57,0.15,-1.31,0,,
24.38,0.76,0.6,-0.11,0.005,,
24.39,0.17,-0.53,0.12,-0.005,,
24.4,0.83,1.51,-2.6,-0.005,,
24.41,-0.42,-1.29,1.55,0.005,,
24.42,-0.64,1.96,-1.01,-0.005,,
24.43,-0.27,0.15,1.63,0.005,,
24.44,0.98,-1.22,1.55,0,,
24.45,-0.05,1.06,-2.29,-0.005,,
24.46,-1.23,-0.46,0.72,0.005,,
24.47,0.39,-0.16,0.34,0.005,,
24.48,1.65,0.22,-1.31,-0.005,,
24.49,-0.49,0.53,-1.54,0.016,,
24.5,-2.49,0.68,3.51,0.027,,
24.51,1.42,0.15,-2.29,0,,
24.52,0.39,0.98,-1.84,0.016,,
24.53,-1.3,0.37,1.47,0,,
24.54,1.06,-0.23,0.87,0,,
24.55,-0.42,0.9,1.02,0.005,,
24.56,-0.57,-1.67,-0.56,0.005,,
24.57,0.69,0.45,-1.24,0.011,,
24.58,-0.27,-2.05,-0.18,0.016,,
24.59,-0.64,-0.38,-0.79,0.011,,
24.6,0.61,0.6,-1.01,0.005,,
24.61,0.17,-0.46,1.25,0.005,,
24.62,-0.64,2.12,0.49,0.016,,
24.63,-0.27,-1.44,-0.79,0.011,,
24.64,-0.2,0.98,1.47,0.011,,
24.65,0.02,-0.08,0.27,0.005,,
24.66,1.13,0.3,-1.01,-0.005,,
24.67,-0.35,0,0.95,-0.005,,
24.68,0.61,-1.14,1.7,0,,
24.69,-0.05,0.98,-1.84,0,,
24.7,-2.71,-0.38,2.3,0.033,,
24.71,0.47,-2.05,1.78,-0.005,,
24.72,0.47,1.74,0.04,0,,
24.73,-0.86,-1.14,0.72,0.005,,
24.74,-0.2,0.45,-1.99,0.005,,
24.75,-0.79,-0.46,-0.26,0,,
24.76,-0.12,0.98,-0.26,0.011,,
24.77,-1.08,-2.12,3.96,0,,
24.78,-0.05,2.34,0.34,0.011,,
24.79,-0.42,2.72,-0.56,0.005,,
24.8,-0.2,-1.82,1.25,0.011,,
24.81,-0.71,2.12,-0.56,0.022,,
24.82,-0.94,-1.75,1.4,0.011,,
24.83,1.2,-2.28,1.47,-0.005,,
24.84,0.83,-2.2,-0.79,0,,
24.85,-0.79,-1.9,2.45,0.016,,
24.86,0.24,-2.12,-0.56,0.022,,
24.87,-1.75,0.68,-0.94,0.022,,
24.88,1.28,1.21,-0.18,-0.011,,
24.89,-0.12,-1.44,1.93,0.005,,
24.9,0.47,-0.76,-1.47,-0.011,,
24.91,-0.27,1.36,-1.62,-0.005,,
24.92,-1.38,0.15,0.19,0.016,,
24.93,1.35,0.15,1.25,0.011,,
24.94,1.57,-0.76,-0.94,0,,
24.95,-0.35,-0.23,0.65,0,,
24.96,0.83,-1.59,-1.47,0,,
24.97,-0.2,0.3,-0.49,-0.005,,
24.98,1.28,1.28,-1.77,-0.005,,
24.99,-0.57,0.22,-0.86,0.011,,
25,0.91,-0.46,0.19,-0.011,,
25.01,0.1,1.96,-2.37,0.005,,
25.02,-0.57,0.22,0.04,0.016,,
25.03,1.72,0.9,-1.69,-0.011,,
25.04,-0.35,1.21,-1.01,0.011,,
25.05,0.76,0.07,-1.09,0.016,,
25.06,0.54,-0.23,-1.09,0.005,,
25.07,-0.86,-0.99,1.25,0.011,,
25.08,1.35,-0.23,-0.86,-0.011,,
25.09,-0.2,-0.76,1.32,-0.005,,
25.1,0.76,0.07,0.57,-0.005,,
25.11,-0.57,1.13,-1.31,0.005,,
25.12,-1.23,-0.08,0.34,0.016,,
25.13,1.94,-0.46,-1.24,-0.005,,
25.14,-1.89,0.68,-0.18,0.016,,
25.15,1.5,2.72,-0.94,-0.005,,
25.16,-0.86,0.3,3.66,0.011,,
25.17,-0.79,0.98,0.34,-0.005,,
25.18,1.2,1.51,-1.84,-0.005,,
25.19,-1.6,-1.44,2,0.027,,
25.2,-0.35,-1.06,-0.49,0,,
25.21,1.87,-0.99,-0.49,-0.011,,
25.22,-0.79,-0.91,2.3,0.011,,
25.23,0.1,-1.59,0.04,0.005,,
25.24,0.17,-0.91,0.49,0.005,,
25.25,-1.38,-0.53,1.47,0.022,,
25.26,0.54,-0.31,-0.26,-0.005,,
25.27,0.1,0.53,-0.03,0.011,,
25.28,-0.64,0.45,1.02,0.011,,
25.29,0.17,-1.22,-0.94,0.016,,
25.3,-0.35,-0.69,0.49,0.011,,
25.31,-0.05,-0.91,1.02,0.011,,
25.32,-0.57,0.53,0.34,0.005,,
25.33,-0.86,-0.61,-0.18,0.011,,
25.34,0.02,0.68,0.8,0,,
25.35,0.98,-0.16,-0.86,0.016,,
25.36,-0.71,-0.61,-1.24,0.027,,
25.37,-1.01,0.75,-0.71,0.016,,
25.38,-0.71,-1.97,0.34,0.011,,
25.39,0.1,0,-0.11,0.005,,
25.4,0.1,1.43,-0.64,-0.005,,
25.41,0.76,-0.91,-1.31,0,,
25.42,-0.27,-0.08,-0.26,0.005,,
25.43,-0.94,0.3,-1.47,0.011,,
